,source,author,title,description,url,urlToImage,publishedAt,content,date,nextPosition
288,"{'id': 'cbs-news', 'name': 'CBS News'}",Fox Van Allen,Best Sam's Club Presidents Day deal: Get a Sam's Club membership for $25 and save big on gas,There's never been a better time to join a warehouse club: Sam's Club memberships are less than half price.,https://www.cbsnews.com/essentials/best-sams-club-presidents-day-deal-get-a-sams-club-membership-for-25-and-save-big-on-gas-2023-02-17/,https://assets2.cbsnewsstatic.com/hub/i/r/2022/03/31/cf66f568-4631-45ca-b7e9-1ea2ec05a502/thumbnail/1200x630/94b555c4ad4af9fed3730f6bdadb0ced/sams-club.jpg,2023-02-17T16:40:22Z,"Getty Images
Worried about inflation in 2023? You can save money on groceries, gas and more essentials with a Sam's Club membership. And now for Presidents Day, you can even save a significant amoun… [+4166 chars]",2023-02-17,1.0
289,"{'id': 'independent', 'name': 'Independent'}",Jane Dalton,Judge praises Just Stop Oil activists as ‘good people with admirable aims’ as he convicts them,"‘You are intelligent and articulate, and you have been a pleasure throughout to deal with,’ defendants told",https://www.independent.co.uk/news/uk/home-news/just-stop-oil-judge-court-trial-b2284512.html,https://static.independent.co.uk/2023/02/17/17/newFile.jpg?quality=75&width=1200&auto=webp,2023-02-17T18:21:24Z,"Get the free Morning Headlines email for news from our reporters across the world
Sign up to our free Morning Headlines email
A judge thanked anti-fossil fuel campaigners for opening his eyes as he… [+5103 chars]",2023-02-17,1.0
290,"{'id': None, 'name': 'Yahoo Entertainment'}",PR Newswire,Global Tar Sands Market Report 2022: Rise in Production and Exploration of Unconventional Reserves Bolsters Growth,"The ""Global Tar Sands Market By Technology (Cyclic Steam Stimulation, Steam Assisted Gravity Drainage), and By Region, Competition Forecast and Opportunities...",https://finance.yahoo.com/news/global-tar-sands-market-report-011000494.html,https://media.zenfs.com/en/prnewswire.com/e75ef6f3096d7cb6f5dd43ba82eca2fe,2023-02-17T01:10:00Z,"DUBLIN, Feb. 16, 2023 /PRNewswire/ -- The ""Global Tar Sands Market By Technology (Cyclic Steam Stimulation, Steam Assisted Gravity Drainage), and By Region, Competition Forecast and Opportunities, 20… [+5530 chars]",2023-02-17,1.0
291,"{'id': None, 'name': 'Marketscreener.com'}",MarketScreener,"Guyana aims to reclaim, offer 20% of Exxon oil block","(marketscreener.com) 
 
 GEORGETOWN, Feb 17 - Guyana Vice President
Bharrat Jagdeo told Reuters the country plans to take back 20%
of the giant Stabroek oil block that has been responsible for a
series of massive discoveries from a consortium led by Exxon
Mob…",https://www.marketscreener.com/quote/stock/CGX-ENERGY-INC-13611894/news/Guyana-aims-to-reclaim-offer-20-of-Exxon-oil-block-43022154/?utm_medium=RSS&utm_content=20230217,https://www.marketscreener.com/images/twitter_MS_fdgris.png,2023-02-17T20:55:27Z,"GEORGETOWN, Feb 17 - Guyana Vice President
Bharrat Jagdeo told Reuters the country plans to take back 20%
of the giant Stabroek oil block that has been responsible for a
series of massive discover… [+107 chars]",2023-02-17,1.0
292,"{'id': None, 'name': 'Marketscreener.com'}",MarketScreener,"Guyana aims to reclaim, offer 20% of Exxon oil block","(marketscreener.com) Guyana Vice President
Bharrat Jagdeo told Reuters the country plans to take back 20%
of the giant Stabroek oil block that has been responsible for a
series of massive discoveries from a consortium led by Exxon
Mobil Corp., and remarket it…",https://www.marketscreener.com/quote/stock/CGX-ENERGY-INC-13611894/news/Guyana-aims-to-reclaim-offer-20-of-Exxon-oil-block-43022192/?utm_medium=RSS&utm_content=20230217,https://www.marketscreener.com/images/twitter_MS_fdgris.png,2023-02-17T21:05:25Z,"GEORGETOWN, Feb 17 (Reuters) - Guyana Vice President
Bharrat Jagdeo told Reuters the country plans to take back 20%
of the giant Stabroek oil block that has been responsible for a
series of massiv… [+4403 chars]",2023-02-17,1.0
293,"{'id': None, 'name': 'GlobeNewswire'}",Research and Markets,"Global Bimodal High Density Polyethylene (HDPE) Market to 2030: Featuring Chevron Phillips Chemical, SABIC, Exxon Mobil, Dynalab and LyondellBasell Industries Among Others","Dublin, Feb. 17, 2023 (GLOBE NEWSWIRE) -- The ""Global Bimodal High Density Polyethylene (HDPE) Market Analysis: Plant Capacity, Production, Operating Efficiency, Technology, Demand & Supply, End-User Industries, Distribution Channel, Regional Demand, 2015-203…",https://www.globenewswire.com/news-release/2023/02/17/2610441/28124/en/Global-Bimodal-High-Density-Polyethylene-HDPE-Market-to-2030-Featuring-Chevron-Phillips-Chemical-SABIC-Exxon-Mobil-Dynalab-and-LyondellBasell-Industries-Among-Others.html,https://ml.globenewswire.com/Resource/Download/908fb457-7f8e-4a08-9081-5565e3dfb3d7?size=1,2023-02-17T09:28:00Z,"Dublin, Feb. 17, 2023 (GLOBE NEWSWIRE) -- The ""Global Bimodal High Density Polyethylene (HDPE) Market Analysis: Plant Capacity, Production, Operating Efficiency, Technology, Demand &amp; Supply, End-… [+4805 chars]",2023-02-17,1.0
294,"{'id': None, 'name': 'Marketscreener.com'}",MarketScreener,Galp planning to sell 10% stake in Mozambique gas project - report,"(marketscreener.com) Portugal's Galp Energia has mandated Bank of America to prepare a sale of its 10% stake in a multibillion-dollar natural gas project in Mozambique's Rovuma basin, the Negocios newspaper said on Thursday, citing an unidentified source link…",https://www.marketscreener.com/news/latest/Galp-planning-to-sell-10-stake-in-Mozambique-gas-project-report--43014600/?utm_medium=RSS&utm_content=20230217,https://img.zonebourse.com/reuters/2023-02/2023-02-17T080626Z_2_LYNXMPEJ1F0MT_RTROPTP_3_GALP-ENERGIA-RESULTS.JPG,2023-02-17T08:06:26Z,"There would be no lack of interest in Galp's stake as the war in Ukraine had increased the appetite for gas from international companies, the report said.
Galp declined to comment.
The energy compa… [+834 chars]",2023-02-17,1.0
295,"{'id': None, 'name': 'Seeking Alpha'}",Nathan Aisenstadt,Is It Worth Investing In Oil And Gas Companies In 2023,U.S. natural gas price is currently $2.327 per MMBTU and has declined in recent quarters. US crude oil inventories stood at 843 million barrels. Read more here.,https://seekingalpha.com/article/4579529-is-it-worth-investing-in-oil-and-gas-companies-in-2023,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/544673180/image_544673180.jpg?io=getty-c-w1536,2023-02-17T18:00:16Z,"curraheeshutter/iStock via Getty Images
Brent futures (CO1:COM) and WTI crude (CL1:COM) have fallen over 7.5% since my article “What Awaits The Oil And Gas Industry In 2023” was published, but share… [+13364 chars]",2023-02-17,1.0
296,"{'id': None, 'name': 'GlobeNewswire'}",BlueWeave Consulting and Research Pvt Ltd,Ethylene Propylene Diene Monomer (EPDM) Rubber Market Size to Cross USD 7.2 Billion With a CAGR of 5.52% by 2029 | BlueWeave Consulting,"Global Ethylene Propylene Diene Monomer (EPDM) Rubber Market is divided into North America, Europe, Asia Pacific (APAC), Latin America, Middle East and Africa (MEA) based on the regional analysis. Asia Pacific holds the largest market share; during the foreca…",https://www.globenewswire.com/news-release/2023/02/17/2610869/0/en/Ethylene-Propylene-Diene-Monomer-EPDM-Rubber-Market-Size-to-Cross-USD-7-2-Billion-With-a-CAGR-of-5-52-by-2029-BlueWeave-Consulting.html,https://ml.globenewswire.com/Resource/Download/df497810-7576-45e4-b0d6-d95ff8bea265?size=1,2023-02-17T16:00:00Z,"New Delhi, Feb. 17, 2023 (GLOBE NEWSWIRE) -- Global ethylene propylene diene monomer (EPDM) rubber market is flourishing owing to growing product demand, R&amp;D investment growth, and the demand for… [+9079 chars]",2023-02-17,1.0
297,"{'id': None, 'name': 'Marketscreener.com'}",MarketScreener,S&P 500 ends down as investors fret about interest rates,"(marketscreener.com) The S&P 500 ended lower on Friday,
weighed down by Microsoft and Nvidia as investors worried that
inflation and a strong U.S. economy could put the Federal
Reserve on pace for more interest rate hikes.
 The see-saw session on Wall Street …",https://www.marketscreener.com/quote/stock/NVIDIA-CORPORATION-57355629/news/S-P-500-ends-down-as-investors-fret-about-interest-rates-43022308/?utm_medium=RSS&utm_content=20230217,https://www.marketscreener.com/images/twitter_MS_fdnoir.png,2023-02-17T21:21:03Z,"(For a Reuters live blog on U.S., UK and European stock
markets, click or type LIVE/ in a news window.)
*
Defensive stocks limit market losses
*
Moderna slides after mixed data from flu vaccine … [+3660 chars]",2023-02-17,1.0
298,"{'id': None, 'name': 'Moneycontrol'}",Reuters,SP 500 ends down as investors fret about interest rates,"The S&amp;P 500 declined 0.28% to end the session at 4,079.09 points. The Nasdaq fell 0.58% to 11,787.27 points, while Dow Jones Industrial Average rose 0.39% to 33,826.69 points.",https://www.moneycontrol.com/news/business/markets/sp-500-ends-down-as-investors-fret-about-interest-rates-10114741.html,https://images.moneycontrol.com/static-mcnews/2020/09/wall-street-770x433.jpg,2023-02-18T03:16:47Z,"The S&amp;P 500 ended lower on Friday, weighed down by Microsoft and Nvidia as investors worried that inflation and a strong U.S. economy could put the Federal Reserve on pace for more interest rate … [+3182 chars]",2023-02-18,0.0
299,"{'id': None, 'name': 'MarketWatch'}",MarketWatch Automation,"Company Close Updates: Exxon Mobil Corp. stock falls Friday, underperforms market","Shares of Exxon Mobil Corp. slid 3.85% to $111.28 Friday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones...",https://www.marketwatch.com/data-news/exxon-mobil-corp-stock-falls-friday-underperforms-market-a476860c-2ee6f179aec7,https://images.mktw.net/im-220105/social,2023-02-17T22:33:00Z,"Shares of Exxon Mobil Corp. 
 XOM,
 -3.85%
slid 3.85% to $111.28 Friday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones Industrial Average 
 DJI… [+522 chars]",2023-02-17,1.0
300,"{'id': None, 'name': 'PRNewswire'}",,Global Tar Sands Market Report 2022: Rise in Production and Exploration of Unconventional Reserves Bolsters Growth,"DUBLIN, Feb. 16, 2023 /PRNewswire/ -- The ""Global Tar Sands Market By Technology (Cyclic Steam Stimulation, Steam Assisted Gravity Drainage), and By Region, Competition Forecast and Opportunities, 2027"" report has been added to ResearchAndMarkets.com's offeri…",https://www.prnewswire.com/news-releases/global-tar-sands-market-report-2022-rise-in-production-and-exploration-of-unconventional-reserves-bolsters-growth-301749184.html,https://mma.prnewswire.com/media/539438/Research_and_Markets_Logo.jpg?p=facebook,2023-02-17T01:10:00Z,"DUBLIN, Feb. 16, 2023 /PRNewswire/ -- The ""Global Tar Sands Market By Technology (Cyclic Steam Stimulation, Steam Assisted Gravity Drainage), and By Region, Competition Forecast and Opportunities, 20… [+5275 chars]",2023-02-17,1.0
301,"{'id': None, 'name': 'Newser'}",John Johnson,Up-and-Down Week Ends in Fitting Fashion,"The accurate description of Wall Street on Friday: mixed. The Dow jumped 129 points, or 0.3%, to 33,826; the S&P 500 fell 11 points, or 0.2%, to 4,079; and the Nasdaq fell 68 points, or 0.5%, to 11,787. That marks back-to-back weekly losses for...",https://www.newser.com/story/331737/up-and-down-week-ends-in-fitting-fashion.html,https://img1-azrcdn.newser.com/image/1458620-12-20230217151257.jpeg,2023-02-17T21:12:00Z,"The accurate description of Wall Street on Friday: mixed. The Dow jumped 129 points, or 0.3%, to 33,826; the S&amp;P 500 fell 11 points, or 0.2%, to 4,079; and the Nasdaq fell 68 points, or 0.5%, to … [+1101 chars]",2023-02-17,1.0
302,"{'id': None, 'name': 'MarketWatch'}",MarketWatch Automation,Company Close Updates: Eastman Chemical Co. stock outperforms market on strong trading day,"Shares of Eastman Chemical Co. inched 0.16% higher to $87.05 Friday, on what proved to be an all-around mixed trading session for the stock market, with the...",https://www.marketwatch.com/data-news/eastman-chemical-co-stock-outperforms-market-on-strong-trading-day-9ffc6e81-aabc47cd8cca,https://images.mktw.net/im-220105/social,2023-02-17T21:51:00Z,"Shares of Eastman Chemical Co. 
 EMN,
 +0.16%
inched 0.16% higher to $87.05 Friday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones Industrial Ave… [+615 chars]",2023-02-17,1.0
303,"{'id': None, 'name': 'GlobeNewswire'}",ReportLinker,Global Xylene Market to Reach 89.9 Million Metric Tons by 2030,The global economy is at a critical crossroads with a number of interlocking challenges and crises running in parallel. The uncertainty around how Russia`s war on Ukraine will play out this year and the war`s role in creating global instability means that the…,https://www.globenewswire.com/news-release/2023/02/17/2610555/0/en/Global-Xylene-Market-to-Reach-89-9-Million-Metric-Tons-by-2030.html,https://ml.globenewswire.com/Resource/Download/3e0b82c2-02d7-44c8-b22f-561e0f321f39?size=1,2023-02-17T12:19:00Z,"New York, Feb. 17, 2023 (GLOBE NEWSWIRE) -- Reportlinker.com announces the release of the report ""Global Xylene Industry"" - https://www.reportlinker.com/p05817798/?utm_source=GNWFood and fuel inflati… [+29089 chars]",2023-02-17,1.0
304,"{'id': None, 'name': 'GlobeNewswire'}",ReportLinker,Global Xylene Market to Reach 89.9 Million Metric Tons by 2030,The global economy is at a critical crossroads with a number of interlocking challenges and crises running in parallel. The uncertainty around how Russia`s war on Ukraine will play out this year and the war`s role in creating global instability means that the…,https://www.globenewswire.com/news-release/2023/02/17/2610553/0/en/Global-Xylene-Market-to-Reach-89-9-Million-Metric-Tons-by-2030.html,https://ml.globenewswire.com/Resource/Download/3e0b82c2-02d7-44c8-b22f-561e0f321f39?size=1,2023-02-17T12:18:00Z,"New York, Feb. 17, 2023 (GLOBE NEWSWIRE) -- Reportlinker.com announces the release of the report ""Global Xylene Industry"" - https://www.reportlinker.com/p05817798/?utm_source=GNWFood and fuel inflati… [+29089 chars]",2023-02-17,1.0
305,"{'id': 'reuters', 'name': 'Reuters'}",,"Guyana aims to reclaim, offer 20% of Exxon oil block","Guyana Vice President Bharrat Jagdeo told Reuters the country plans to take back 20% of the giant Stabroek oil block that has been responsible for a series of massive discoveries from a consortium led by Exxon Mobil Corp., and remarket it by next year.",https://www.reuters.com/markets/commodities/guyana-aims-reclaim-offer-20-exxon-oil-block-2023-02-17/,https://www.reuters.com/resizer/eF6xJkZgot4yeAP3fy9oeK_SziM=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/EXASPFWQIVJNJAZUKKT4FNBPNQ.jpg,2023-02-17T20:58:56Z,"GEORGETOWN, Feb 17 (Reuters) - Guyana Vice President Bharrat Jagdeo told Reuters the country plans to take back 20% of the giant Stabroek oil block that has been responsible for a series of massive d… [+4443 chars]",2023-02-17,1.0
306,"{'id': 'fox-news', 'name': 'Fox News'}","Kurt Knutsson, CyberGuy Report",Ask Kurt: Best ways to save money on gas,"There are a number of apps that can help you to save money on gas, get cash back on deals and will help you to do so based on your location",https://www.foxnews.com/tech/ask-kurt-best-ways-save-money-gas,https://static.foxnews.com/foxnews.com/content/uploads/2022/10/gas-station.jpg,2023-02-17T21:00:59Z,"Todays national average of $3.42 for gas is 14 cents more than a month ago. As you know, those numbers are always fluctuating. For that reason, I am always looking for ways to help you save money on … [+8748 chars]",2023-02-17,1.0
307,"{'id': None, 'name': ""Barron's""}",Lauren Foster,Why the World Is Using More Plastic,A glut of so-called virgin plastic is pushing down prices and fueling demand as recycling fails to advance.,https://www.barrons.com/articles/cheap-new-plastic-choking-the-world-9b318936,https://images.barrons.com/im-726527/social,2023-02-17T06:30:00Z,"The world thrives on plasticone of the most enduring, versatile materials ever invented. Its in our coffee pods, clothes, cars we drive to work, and tech devices we cant live without. Extracting ours… [+14899 chars]",2023-02-17,1.0
308,"{'id': None, 'name': 'Seeking Alpha'}",Ted Waller,V.F. Corporation Blows Up Investment Thesis. Now What?,"VFC is at its lowest point financially in many years, and the stock price reflects that. Check out why I give a Buy rating for VFC stock.",https://seekingalpha.com/article/4579381-vf-corporation-stock-new-investment-thesis-for-patient-investors,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/459223977/image_459223977.jpg?io=getty-c-w1536,2023-02-17T13:00:00Z,"AnthonyRosenberg
Introduction
 For many years the investment thesis for V.F. Corporation (NYSE:VFC) was straightforward and simple. Based on its 49 year record of increasing dividends, income inves… [+15855 chars]",2023-02-17,1.0
309,"{'id': None, 'name': 'Minneapolis Star Tribune'}",STAN CHOE,Stocks fall as Wall Street heads for another losing week,"Stocks are falling again on Wall Street Friday, and the S&P 500 is on track for its first back-to-back weekly drop since the turn of the year.",https://www.startribune.com/stocks-fall-as-wall-street-heads-for-another-losing-week/600252364/,https://www.startribune.com/static/img/branding/logos/strib-social-card.png?d=1676653828,2023-02-17T17:00:04Z,"NEW YORK Stocks are falling again on Wall Street Friday, and the S&amp;P 500 is on track for its first back-to-back weekly drop since the turn of the year.
Wall Street's benchmark index was 0.8% low… [+4441 chars]",2023-02-17,1.0
310,"{'id': None, 'name': 'Minneapolis Star Tribune'}",STAN CHOE,Stocks slump as Wall Street heads for another losing week,"Stocks are falling again on Wall Street Friday, and the S&P 500 is on track for its first back-to-back weekly drop since the turn of the year.",https://www.startribune.com/stocks-slump-as-wall-street-heads-for-another-losing-week/600252364/,https://www.startribune.com/static/img/branding/logos/strib-social-card.png?d=1676581758,2023-02-17T15:05:02Z,"NEW YORK Stocks are falling again on Wall Street Friday, and the S&amp;P 500 is on track for its first back-to-back weekly drop since the turn of the year.
Wall Street's benchmark index was 0.8% low… [+3886 chars]",2023-02-17,1.0
311,"{'id': None, 'name': 'WSOC Charlotte'}",STAN CHOE,Stocks fall as Wall Street heads for another losing week,"Stocks are falling again on Wall Street, on track for their first back-to-back weekly drop since the turn of the year",https://www.wsoctv.com/news/stocks-slump-wall/55NCZZZ4SM4Y3QYXVCJIZDLO4E/,https://cmg-cmg-tv-10030-prod.cdn.arcpublishing.com/resizer/n8FcwfBbyhCXWTTJjmPCwJZpmkY=/1440x810/filters:format(jpg):quality(70)/cloudfront-us-east-1.images.arcpublishing.com/cmg/GNR4U7YSY5E2ZUJ4INTHMTHBJ4.jpg,2023-02-17T14:55:16Z,"NEW YORK — (AP) Stocks are falling again on Wall Street Friday, and the S&amp;P 500 is on track for its first back-to-back weekly drop since the turn of the year.
Wall Streets benchmark index was 0.… [+4028 chars]",2023-02-17,1.0
312,"{'id': None, 'name': 'Seeking Alpha'}",Juxtaposed Ideas,Devon Energy: Buy This Deep Correction,Devon Energy is currently trading at an EV/NTM Revenue of 2.39x and NTM P/E of 8.36x. Read more to see my recommendation on DVN stock.,https://seekingalpha.com/article/4579528-devon-energy-buy-this-deep-correction,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1404521407/image_1404521407.jpg?io=getty-c-w1536,2023-02-19T15:00:00Z,"anilakkus
The Market's Gift After DVN's FQ4'22 Earnings Call
 Devon Energy Corporation (NYSE:DVN) recently announced its FQ4'22 earnings call, with a minimal EPS miss by -$0.09 and a lower fixed pl… [+5740 chars]",2023-02-19,0.0
313,"{'id': None, 'name': 'Biztoc.com'}",reuters.com,"Guyana aims to reclaim, offer 20% of Exxon oil block","Guyana Vice President Bharrat Jagdeo told Reuters the country plans to take back 20% of the giant Stabroek oil block that has been responsible for a series of massive discoveries from a consortium led by Exxon Mobil Corp., and remarket it by next year. More t…",https://biztoc.com/x/290579ac57d1c961,https://c.biztoc.com/p/290579ac57d1c961/og.webp,2023-02-18T00:58:07Z,Guyana Vice President Bharrat Jagdeo told Reuters the country plans to take back 20% of the giant Stabroek oil block that has been responsible for a series of massive discoveries from a consortium le… [+315 chars],2023-02-18,0.0
314,"{'id': None, 'name': 'Moneycontrol'}",Reuters,SP 500 ends down as investors fret about interest rates,"The S&amp;P 500 declined 0.28% to end the session at 4,079.09 points. The Nasdaq fell 0.58% to 11,787.27 points, while Dow Jones Industrial Average rose 0.39% to 33,826.69 points.",https://www.moneycontrol.com/news/business/markets/sp-500-ends-down-as-investors-fret-about-interest-rates-10114741.html,https://images.moneycontrol.com/static-mcnews/2020/09/wall-street-770x433.jpg,2023-02-18T03:16:47Z,"The S&amp;P 500 ended lower on Friday, weighed down by Microsoft and Nvidia as investors worried that inflation and a strong U.S. economy could put the Federal Reserve on pace for more interest rate … [+3182 chars]",2023-02-18,0.0
315,"{'id': None, 'name': 'Seeking Alpha'}",The Value Portfolio,Exxon Mobil Has High-Graded Its Portfolio,"Exxon Mobil Corporation has continued to grow its portfolio, particularly XOM's production in both Guyana and the Permian. Read for our take on XOM stock now.",https://seekingalpha.com/article/4580015-exxonmobil-has-high-graded-its-portfolio,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1213494436/image_1213494436.jpg?io=getty-c-w1536,2023-02-20T16:42:20Z,"CHUNYIP WONG
Exxon Mobil Corporation (NYSE:XOM) (""ExxonMobil"") had one of the strongest years on record, pushing its market capitalization towards $500 billion. The company invested heavily through … [+7279 chars]",2023-02-20,0.0
316,"{'id': None, 'name': 'Seeking Alpha'}",The Asian Investor,BP: Here's The Price I'll Buy At,BP shares broke out to the upside after it reported record results for Q4 and FY 2022. Check out why I'm bearish on BP stock.,https://seekingalpha.com/article/4579963-bp-stock-sell-now-buy-at-this-price,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1347478479/image_1347478479.jpg?io=getty-c-w1536,2023-02-20T11:51:42Z,"jetcityimage
Shares of BP (NYSE:BP) broke out to the upside after the British energy company reported record results for the fourth-quarter and for FY 2022 on the back of soaring petroleum and natur… [+6762 chars]",2023-02-20,0.0
317,"{'id': None, 'name': 'Yahoo Entertainment'}",Vardah Gill,Billionaire Ken Griffin’s Top 10 High Dividend Stock Picks,"In this article, we discuss billionaire Ken Griffin’s top 10 high-dividend stock picks. You can skip our detailed analysis of Ken Griffin’s investment...",https://finance.yahoo.com/news/billionaire-ken-griffin-top-10-151722579.html,https://media.zenfs.com/en/insidermonkey.com/5e10b7d436d0889c610b18e545065be2,2023-02-20T15:17:22Z,"In this article, we discuss billionaire Ken Griffin's top 10 high-dividend stock picks. You can skip our detailed analysis of Ken Griffin's investment strategy, and go directly to read Billionaire Ke… [+10782 chars]",2023-02-20,0.0
318,"{'id': None, 'name': 'Seeking Alpha'}",Fluidsdoc,Imperial Oil: Holding For A Better Price,Imperial Oil has a solid business that is well diversified across in the industrial and retail sectors. Click here for a full investment analysis of IMO stock.,https://seekingalpha.com/article/4579993-imperial-oil-holding-for-better-price,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/104684402/image_104684402.jpg?io=getty-c-w1536,2023-02-20T14:46:41Z,"Phototreat
Introduction
 Imperial Oil (NYSE:IMO) is a Canadian heavy oil producer with upstream and downstream operations. Demand for the low gravity oil it produces has boosted revenues and profit… [+7568 chars]",2023-02-20,0.0
319,"{'id': None, 'name': 'Seeking Alpha'}",Juxtaposed Ideas,Devon Energy: Buy This Deep Correction,Devon Energy is currently trading at an EV/NTM Revenue of 2.39x and NTM P/E of 8.36x. Read more to see my recommendation on DVN stock.,https://seekingalpha.com/article/4579528-devon-energy-buy-this-deep-correction,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1404521407/image_1404521407.jpg?io=getty-c-w1536,2023-02-19T15:00:00Z,"anilakkus
The Market's Gift After DVN's FQ4'22 Earnings Call
 Devon Energy Corporation (NYSE:DVN) recently announced its FQ4'22 earnings call, with a minimal EPS miss by -$0.09 and a lower fixed pl… [+5740 chars]",2023-02-19,0.0
320,"{'id': 'cbs-news', 'name': 'CBS News'}",Fox Van Allen,Sam's Club Presidents Day deal: Get a Sam's Club membership for $25 and save big on gas,There's never been a better time to join a warehouse club: Sam's Club memberships are less than half price.,https://www.cbsnews.com/essentials/best-sams-club-presidents-day-deal-get-a-sams-club-membership-for-25-and-save-big-on-gas-2023-02-20/,https://assets2.cbsnewsstatic.com/hub/i/r/2022/03/31/cf66f568-4631-45ca-b7e9-1ea2ec05a502/thumbnail/1200x630/94b555c4ad4af9fed3730f6bdadb0ced/sams-club.jpg,2023-02-20T20:32:00Z,"Getty Images
Worried about inflation in 2023? You can save money on groceries, gas and more essentials with a Sam's Club membership. And now for Presidents Day, you can even save a significant amoun… [+4191 chars]",2023-02-20,0.0
321,"{'id': None, 'name': 'Yahoo Entertainment'}",ReportLinker,"Oil And Gas Capex Market- Growth, Trends, And Forecasts (2023 - 2028)","The oil and gas CAPEX market is expected to reach USD 797.66 billion by the end of the current year, and it is projected to register a CAGR of 4.27% during...",https://finance.yahoo.com/news/oil-gas-capex-market-growth-123100835.html,https://media.zenfs.com/en/globenewswire.com/4ce8962afb8a41766b626a7e61c8413f,2023-02-20T12:31:00Z,"The oil and gas CAPEX market is expected to reach USD 797.66 billion by the end of the current year, and it is projected to register a CAGR of 4.27% during the forecast period. The market was impacte… [+6874 chars]",2023-02-20,0.0
322,"{'id': None, 'name': 'gcaptain.com'}",Reuters,U.S. LNG Producers Poised to Leapfrog Rivals with Three New Export Projects,"By Scott DiSavino NEW YORK (Reuters) – At least three proposed U.S. liquefied natural gas (LNG) export plants have likely found enough customers to receive financial approvals this year, according to Reuters calculations, developments that would make...",https://gcaptain.com/u-s-lng-producers-poised-to-leapfrog-rivals-with-three-new-export-projects/,https://gcaptain.com/wp-content/uploads/2018/07/shutterstock_38556520.jpg,2023-02-20T16:54:05Z,"By Scott DiSavino
NEW YORK (Reuters) – At least three proposed U.S. liquefied natural gas (LNG) export plants have likely found enough customers to receive financial approvals this year, according t… [+3542 chars]",2023-02-20,0.0
323,"{'id': None, 'name': 'GlobeNewswire'}",Brainy Insights Pvt. Ltd.,"Agriculture Films Market to Reach USD 18.39 Billion by 2030; Increasing Food Production Demand, Greenhouse Farming Techniques, Manufacturers & Forecast",The demand for agricultural film is increasing to ensure proper crop production. The massive growth of the agriculture industry in the countries like China and India has contributed significantly to the agriculture film market. Top participants in the global …,https://www.globenewswire.com/news-release/2023/02/20/2611120/0/en/Agriculture-Films-Market-to-Reach-USD-18-39-Billion-by-2030-Increasing-Food-Production-Demand-Greenhouse-Farming-Techniques-Manufacturers-Forecast.html,https://ml.globenewswire.com/Resource/Download/e0ed2f75-5061-4c4a-a30b-65427e5cc0f4?size=1,2023-02-20T07:19:00Z,"Newark, Feb. 20, 2023 (GLOBE NEWSWIRE) -- The Brainy Insights estimates that the agriculture films market will grow from USD 10.90 billion in 2022 and reach USD 18.39 billion by 2030. Agriculture fil… [+8382 chars]",2023-02-20,0.0
324,"{'id': None, 'name': 'Seeking Alpha'}",Nathan Aisenstadt,What To Expect From Bristol-Myers Squibb In 2023,Bristol-Myers Squibb's primary focus is developing and commercializing innovative products in various therapeutic areas. Click here to read why BMY stock is a Buy.,https://seekingalpha.com/article/4579951-bristol-myers-squibb-stock-what-to-expect-in-2023,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1362921092/image_1362921092.jpg?io=getty-c-w1536,2023-02-20T10:43:47Z,"NeonShot/iStock via Getty Images
Bristol-Myers Squibb (NYSE:BMY), a pharmaceutical company with a long history, has managed to withstand numerous economic and geopolitical challenges and prioritized… [+13577 chars]",2023-02-20,0.0
325,"{'id': None, 'name': 'Yahoo Entertainment'}",PR Newswire,Stretch and shrink film market size to increase by USD 4.72 billion by 2026; APAC to account for 47% of market growth - Technavio,"The Stretch and Shrink Film Market by Type, Application, and Geography - Forecast and Analysis 2022-2026 report has been published by Technavio. Market size ...",https://finance.yahoo.com/news/stretch-shrink-film-market-size-110000616.html,https://media.zenfs.com/en/prnewswire.com/04ea6f4fcee1db9e55aaa8203d4e0019,2023-02-20T11:00:00Z,"NEW YORK, Feb. 20, 2023 /PRNewswire/ --The Stretch and Shrink Film Market by Type, Application, and Geography - Forecast and Analysis 2022-2026 report has been published by Technavio. Market size is … [+10211 chars]",2023-02-20,0.0
